Sr.,Subject,Topic,Subtopic,Used,Used_At,Times_Shown,Last_Shown_At,Video_URL,Notes,Active
53871,Sports GK,Hockey,Penalty Corner,FALSE,,0,,,,TRUE
53872,Sports GK,Hockey,Hockey Rules,FALSE,,0,,,,TRUE
53873,Sports GK,Tennis,Tennis Rules,FALSE,,0,,,,TRUE
53874,Sports GK,Tennis,Grand Slam Tournaments,FALSE,,0,,,,TRUE
53875,Sports GK,Tennis,Wimbledon,FALSE,,0,,,,TRUE
53876,Sports GK,Tennis,Australian Open,FALSE,,0,,,,TRUE
53877,Sports GK,Tennis,French Open,FALSE,,0,,,,TRUE
53878,Sports GK,Tennis,US Open,FALSE,,0,,,,TRUE
53879,Sports GK,Tennis,Singles,FALSE,,0,,,,TRUE
53880,Sports GK,Tennis,Doubles,FALSE,,0,,,,TRUE
53881,Sports GK,Tennis,Tennis Scoring,FALSE,,0,,,,TRUE
53882,Sports GK,Tennis,Tiebreak,FALSE,,0,,,,TRUE
53883,Sports GK,Badminton,Badminton World Federation,FALSE,,0,,,,TRUE
53884,Sports GK,Badminton,Badminton Rules,FALSE,,0,,,,TRUE
53885,Sports GK,Badminton,Singles,FALSE,,0,,,,TRUE
53886,Sports GK,Badminton,Doubles,FALSE,,0,,,,TRUE
53887,Sports GK,Badminton,Shuttlecock,FALSE,,0,,,,TRUE
53888,Sports GK,Badminton,Badminton Scoring,FALSE,,0,,,,TRUE
53889,Sports GK,Badminton,Thomas Cup,FALSE,,0,,,,TRUE
53890,Sports GK,Badminton,Uber Cup,FALSE,,0,,,,TRUE
53891,Sports GK,Basketball,Basketball Rules,FALSE,,0,,,,TRUE
53892,Sports GK,Basketball,FIBA,FALSE,,0,,,,TRUE
53893,Sports GK,Basketball,NBA,FALSE,,0,,,,TRUE
53894,Sports GK,Basketball,Basketball Positions,FALSE,,0,,,,TRUE
53895,Sports GK,Basketball,Scoring,FALSE,,0,,,,TRUE
53896,Sports GK,Basketball,Free Throws,FALSE,,0,,,,TRUE
53897,Sports GK,Basketball,Three-Point Line,FALSE,,0,,,,TRUE
53898,Sports GK,Basketball,Major Basketball Competitions,FALSE,,0,,,,TRUE
53899,Sports GK,Athletics,Track Events,FALSE,,0,,,,TRUE
53900,Sports GK,Athletics,Field Events,FALSE,,0,,,,TRUE
53901,Sports GK,Athletics,Sprints,FALSE,,0,,,,TRUE
53902,Sports GK,Athletics,Middle-Distance Running,FALSE,,0,,,,TRUE
53903,Sports GK,Athletics,Long-Distance Running,FALSE,,0,,,,TRUE
53904,Sports GK,Athletics,Marathon,FALSE,,0,,,,TRUE
53905,Sports GK,Athletics,Relay Races,FALSE,,0,,,,TRUE
53906,Sports GK,Athletics,High Jump,FALSE,,0,,,,TRUE
53907,Sports GK,Athletics,Long Jump,FALSE,,0,,,,TRUE
53908,Sports GK,Athletics,Javelin,FALSE,,0,,,,TRUE
53909,Sports GK,Athletics,Shot Put,FALSE,,0,,,,TRUE
53910,Sports GK,Combat Sports,Boxing,FALSE,,0,,,,TRUE
53911,Sports GK,Combat Sports,Wrestling,FALSE,,0,,,,TRUE
53912,Sports GK,Combat Sports,Judo,FALSE,,0,,,,TRUE
53913,Sports GK,Combat Sports,Karate,FALSE,,0,,,,TRUE
53914,Sports GK,Combat Sports,Taekwondo,FALSE,,0,,,,TRUE
53915,Sports GK,Combat Sports,Mixed Martial Arts,FALSE,,0,,,,TRUE
53916,Sports GK,Combat Sports,Weight Classes,FALSE,,0,,,,TRUE
53917,Sports GK,Combat Sports,Olympic Combat Sports,FALSE,,0,,,,TRUE
53918,Sports GK,Racquet & Cue Sports,Squash,FALSE,,0,,,,TRUE
53919,Sports GK,Racquet & Cue Sports,Table Tennis,FALSE,,0,,,,TRUE
53920,Sports GK,Racquet & Cue Sports,Snooker,FALSE,,0,,,,TRUE
53921,Sports GK,Racquet & Cue Sports,Billiards,FALSE,,0,,,,TRUE
53922,Sports GK,Racquet & Cue Sports,Racquetball,FALSE,,0,,,,TRUE
53923,Sports GK,Racquet & Cue Sports,Rules and Major Competitions,FALSE,,0,,,,TRUE
53924,Sports GK,Aquatic Sports,Swimming,FALSE,,0,,,,TRUE
53925,Sports GK,Aquatic Sports,Diving,FALSE,,0,,,,TRUE
53926,Sports GK,Aquatic Sports,Water Polo,FALSE,,0,,,,TRUE
53927,Sports GK,Aquatic Sports,Synchronized Swimming,FALSE,,0,,,,TRUE
53928,Sports GK,Aquatic Sports,Open-Water Swimming,FALSE,,0,,,,TRUE
53929,Sports GK,Aquatic Sports,Swimming Strokes,FALSE,,0,,,,TRUE
53930,Sports GK,Aquatic Sports,Aquatic Competitions,FALSE,,0,,,,TRUE
53931,Sports GK,Motor & Adventure Sports,Formula One,FALSE,,0,,,,TRUE
53932,Sports GK,Motor & Adventure Sports,MotoGP,FALSE,,0,,,,TRUE
53933,Sports GK,Motor & Adventure Sports,Rallying,FALSE,,0,,,,TRUE
53934,Sports GK,Motor & Adventure Sports,Cycling,FALSE,,0,,,,TRUE
53935,Sports GK,Motor & Adventure Sports,Mountain Climbing,FALSE,,0,,,,TRUE
53936,Sports GK,Motor & Adventure Sports,Skiing,FALSE,,0,,,,TRUE
53937,Sports GK,Motor & Adventure Sports,Snowboarding,FALSE,,0,,,,TRUE
53938,Sports GK,Motor & Adventure Sports,Surfing,FALSE,,0,,,,TRUE
53939,Sports GK,Sports Awards & Records,World Records,FALSE,,0,,,,TRUE
53940,Sports GK,Sports Awards & Records,Olympic Records,FALSE,,0,,,,TRUE
53941,Sports GK,Sports Awards & Records,Sports Hall of Fame,FALSE,,0,,,,TRUE
53942,Sports GK,Sports Awards & Records,Major Sports Awards,FALSE,,0,,,,TRUE
53943,Sports GK,Sports Awards & Records,Golden Boot,FALSE,,0,,,,TRUE
53944,Sports GK,Sports Awards & Records,Ballon d'Or,FALSE,,0,,,,TRUE
53945,Sports GK,Sports Awards & Records,Man of the Match Awards,FALSE,,0,,,,TRUE
53946,Sports GK,Pakistan Sports,Pakistan Cricket,FALSE,,0,,,,TRUE
53947,Sports GK,Pakistan Sports,Pakistan Hockey,FALSE,,0,,,,TRUE
53948,Sports GK,Pakistan Sports,Pakistan Squash,FALSE,,0,,,,TRUE
53949,Sports GK,Pakistan Sports,Olympic Medals of Pakistan,FALSE,,0,,,,TRUE
53950,Sports GK,Pakistan Sports,Major Pakistani Sports Personalities,FALSE,,0,,,,TRUE
53951,Sports GK,Pakistan Sports,National Sports Federations,FALSE,,0,,,,TRUE
53952,Sports GK,Pakistan Sports,Traditional Sports of Pakistan,FALSE,,0,,,,TRUE
53953,Literature GK,Literature Fundamentals,World Literature,FALSE,,0,,,,TRUE
53954,Literature GK,Literature Fundamentals,Literary Genres,FALSE,,0,,,,TRUE
53955,Literature GK,Literature Fundamentals,Poetry,FALSE,,0,,,,TRUE
53956,Literature GK,Literature Fundamentals,Drama,FALSE,,0,,,,TRUE
53957,Literature GK,Literature Fundamentals,Novel,FALSE,,0,,,,TRUE
53958,Literature GK,Literature Fundamentals,Short Story,FALSE,,0,,,,TRUE
53959,Literature GK,Literature Fundamentals,Epic,FALSE,,0,,,,TRUE
53960,Literature GK,Literature Fundamentals,Essay,FALSE,,0,,,,TRUE
53961,Literature GK,Literature Fundamentals,Biography,FALSE,,0,,,,TRUE
53962,Literature GK,Literature Fundamentals,Autobiography,FALSE,,0,,,,TRUE
53963,Literature GK,Ancient Literature,Epic of Gilgamesh,FALSE,,0,,,,TRUE
53964,Literature GK,Ancient Literature,Homer,FALSE,,0,,,,TRUE
53965,Literature GK,Ancient Literature,Iliad,FALSE,,0,,,,TRUE
53966,Literature GK,Ancient Literature,Odyssey,FALSE,,0,,,,TRUE
53967,Literature GK,Ancient Literature,Greek Tragedy,FALSE,,0,,,,TRUE
53968,Literature GK,Ancient Literature,Sophocles,FALSE,,0,,,,TRUE
53969,Literature GK,Ancient Literature,Euripides,FALSE,,0,,,,TRUE
53970,Literature GK,Ancient Literature,Aesop,FALSE,,0,,,,TRUE
53971,Literature GK,Ancient Literature,Classical Sanskrit Literature,FALSE,,0,,,,TRUE
53972,Literature GK,European Literature,Dante Alighieri,FALSE,,0,,,,TRUE
53973,Literature GK,European Literature,Divine Comedy,FALSE,,0,,,,TRUE
53974,Literature GK,European Literature,Miguel de Cervantes,FALSE,,0,,,,TRUE
53975,Literature GK,European Literature,Don Quixote,FALSE,,0,,,,TRUE
53976,Literature GK,European Literature,Victor Hugo,FALSE,,0,,,,TRUE
53977,Literature GK,European Literature,Leo Tolstoy,FALSE,,0,,,,TRUE
53978,Literature GK,European Literature,Fyodor Dostoevsky,FALSE,,0,,,,TRUE
53979,Literature GK,European Literature,Franz Kafka,FALSE,,0,,,,TRUE
53980,Literature GK,European Literature,Albert Camus,FALSE,,0,,,,TRUE
53981,Literature GK,English Literature GK,Geoffrey Chaucer,FALSE,,0,,,,TRUE
53982,Literature GK,English Literature GK,William Shakespeare,FALSE,,0,,,,TRUE
53983,Literature GK,English Literature GK,John Milton,FALSE,,0,,,,TRUE
53984,Literature GK,English Literature GK,Jane Austen,FALSE,,0,,,,TRUE
53985,Literature GK,English Literature GK,Charles Dickens,FALSE,,0,,,,TRUE
53986,Literature GK,English Literature GK,Thomas Hardy,FALSE,,0,,,,TRUE
53987,Literature GK,English Literature GK,George Orwell,FALSE,,0,,,,TRUE
53988,Literature GK,English Literature GK,Virginia Woolf,FALSE,,0,,,,TRUE
53989,Literature GK,English Literature GK,T. S. Eliot,FALSE,,0,,,,TRUE
53990,Literature GK,American Literature,Mark Twain,FALSE,,0,,,,TRUE
53991,Literature GK,American Literature,Walt Whitman,FALSE,,0,,,,TRUE
53992,Literature GK,American Literature,Emily Dickinson,FALSE,,0,,,,TRUE
53993,Literature GK,American Literature,Ernest Hemingway,FALSE,,0,,,,TRUE
53994,Literature GK,American Literature,F. Scott Fitzgerald,FALSE,,0,,,,TRUE
53995,Literature GK,American Literature,John Steinbeck,FALSE,,0,,,,TRUE
53996,Literature GK,American Literature,William Faulkner,FALSE,,0,,,,TRUE
53997,Literature GK,American Literature,Toni Morrison,FALSE,,0,,,,TRUE
53998,Literature GK,Russian Literature,Alexander Pushkin,FALSE,,0,,,,TRUE
53999,Literature GK,Russian Literature,Nikolai Gogol,FALSE,,0,,,,TRUE
54000,Literature GK,Russian Literature,Leo Tolstoy,FALSE,,0,,,,TRUE
54001,Literature GK,Russian Literature,Fyodor Dostoevsky,FALSE,,0,,,,TRUE
54002,Literature GK,Russian Literature,Anton Chekhov,FALSE,,0,,,,TRUE
54003,Literature GK,Russian Literature,Ivan Turgenev,FALSE,,0,,,,TRUE
54004,Literature GK,Russian Literature,Boris Pasternak,FALSE,,0,,,,TRUE
54005,Literature GK,French Literature,Moliere,FALSE,,0,,,,TRUE
54006,Literature GK,French Literature,Voltaire,FALSE,,0,,,,TRUE
54007,Literature GK,French Literature,Victor Hugo,FALSE,,0,,,,TRUE
54008,Literature GK,French Literature,Alexandre Dumas,FALSE,,0,,,,TRUE
54009,Literature GK,French Literature,Gustave Flaubert,FALSE,,0,,,,TRUE
54010,Literature GK,French Literature,Emile Zola,FALSE,,0,,,,TRUE
54011,Literature GK,French Literature,Marcel Proust,FALSE,,0,,,,TRUE
54012,Literature GK,French Literature,Albert Camus,FALSE,,0,,,,TRUE
54013,Literature GK,South Asian Literature,Rabindranath Tagore,FALSE,,0,,,,TRUE
54014,Literature GK,South Asian Literature,R. K. Narayan,FALSE,,0,,,,TRUE
54015,Literature GK,South Asian Literature,Mulk Raj Anand,FALSE,,0,,,,TRUE
54016,Literature GK,South Asian Literature,Khushwant Singh,FALSE,,0,,,,TRUE
54017,Literature GK,South Asian Literature,Salman Rushdie,FALSE,,0,,,,TRUE
54018,Literature GK,South Asian Literature,Arundhati Roy,FALSE,,0,,,,TRUE
54019,Literature GK,South Asian Literature,Vikram Seth,FALSE,,0,,,,TRUE
54020,Literature GK,Urdu Literature GK,Mir Taqi Mir,FALSE,,0,,,,TRUE
54021,Literature GK,Urdu Literature GK,Mirza Ghalib,FALSE,,0,,,,TRUE
54022,Literature GK,Urdu Literature GK,Allama Iqbal,FALSE,,0,,,,TRUE
54023,Literature GK,Urdu Literature GK,Saadat Hasan Manto,FALSE,,0,,,,TRUE
54024,Literature GK,Urdu Literature GK,Faiz Ahmed Faiz,FALSE,,0,,,,TRUE
54025,Literature GK,Urdu Literature GK,Josh Malihabadi,FALSE,,0,,,,TRUE
54026,Literature GK,Urdu Literature GK,Qurratulain Hyder,FALSE,,0,,,,TRUE
54027,Literature GK,Urdu Literature GK,Parveen Shakir,FALSE,,0,,,,TRUE
54028,Literature GK,Arabic & Persian Literature,Al-Mutanabbi,FALSE,,0,,,,TRUE
54029,Literature GK,Arabic & Persian Literature,One Thousand and One Nights,FALSE,,0,,,,TRUE
54030,Literature GK,Arabic & Persian Literature,Rumi,FALSE,,0,,,,TRUE
54031,Literature GK,Arabic & Persian Literature,Saadi,FALSE,,0,,,,TRUE
54032,Literature GK,Arabic & Persian Literature,Hafez,FALSE,,0,,,,TRUE
54033,Literature GK,Arabic & Persian Literature,Ferdowsi,FALSE,,0,,,,TRUE
54034,Literature GK,Arabic & Persian Literature,Omar Khayyam,FALSE,,0,,,,TRUE
54035,Literature GK,Arabic & Persian Literature,The Shahnameh,FALSE,,0,,,,TRUE
54036,Literature GK,Nobel Literature,Nobel Prize in Literature,FALSE,,0,,,,TRUE
54037,Literature GK,Nobel Literature,Rabindranath Tagore,FALSE,,0,,,,TRUE
54038,Literature GK,Nobel Literature,George Bernard Shaw,FALSE,,0,,,,TRUE
54039,Literature GK,Nobel Literature,Ernest Hemingway,FALSE,,0,,,,TRUE
54040,Literature GK,Nobel Literature,Albert Camus,FALSE,,0,,,,TRUE
54041,Literature GK,Nobel Literature,Gabriel Garcia Marquez,FALSE,,0,,,,TRUE
54042,Literature GK,Nobel Literature,Toni Morrison,FALSE,,0,,,,TRUE
54043,Literature GK,Nobel Literature,Orhan Pamuk,FALSE,,0,,,,TRUE
54044,Literature GK,Famous Books & Authors,War and Peace,FALSE,,0,,,,TRUE
54045,Literature GK,Famous Books & Authors,Crime and Punishment,FALSE,,0,,,,TRUE
54046,Literature GK,Famous Books & Authors,Pride and Prejudice,FALSE,,0,,,,TRUE
54047,Literature GK,Famous Books & Authors,Great Expectations,FALSE,,0,,,,TRUE
54048,Literature GK,Famous Books & Authors,1984,FALSE,,0,,,,TRUE
54049,Literature GK,Famous Books & Authors,The Old Man and the Sea,FALSE,,0,,,,TRUE
54050,Literature GK,Famous Books & Authors,One Hundred Years of Solitude,FALSE,,0,,,,TRUE
54051,Literature GK,Famous Books & Authors,The Trial,FALSE,,0,,,,TRUE
54052,Literature GK,Famous Books & Authors,The Stranger,FALSE,,0,,,,TRUE
54053,Literature GK,Literary Terms,Sonnet,FALSE,,0,,,,TRUE
54054,Literature GK,Literary Terms,Ode,FALSE,,0,,,,TRUE
54055,Literature GK,Literary Terms,Elegy,FALSE,,0,,,,TRUE
54056,Literature GK,Literary Terms,Satire,FALSE,,0,,,,TRUE
54057,Literature GK,Literary Terms,Allegory,FALSE,,0,,,,TRUE
54058,Literature GK,Literary Terms,Metaphor,FALSE,,0,,,,TRUE
54059,Literature GK,Literary Terms,Irony,FALSE,,0,,,,TRUE
54060,Literature GK,Literary Terms,Tragedy,FALSE,,0,,,,TRUE
54061,Literature GK,Literary Terms,Comedy,FALSE,,0,,,,TRUE
54062,Literature GK,Literary Terms,Realism,FALSE,,0,,,,TRUE
54063,Literature GK,Literary Terms,Romanticism,FALSE,,0,,,,TRUE
54064,Literature GK,Literary Terms,Modernism,FALSE,,0,,,,TRUE
54065,Literature GK,Literary Terms,Postmodernism,FALSE,,0,,,,TRUE
54066,Awards & Honours,Awards Fundamentals,Awards and Honours,FALSE,,0,,,,TRUE
54067,Awards & Honours,Awards Fundamentals,Medals,FALSE,,0,,,,TRUE
54068,Awards & Honours,Awards Fundamentals,Prizes,FALSE,,0,,,,TRUE
54069,Awards & Honours,Awards Fundamentals,Decorations,FALSE,,0,,,,TRUE
54070,Awards & Honours,Awards Fundamentals,Civilian Awards,FALSE,,0,,,,TRUE
54071,Awards & Honours,Awards Fundamentals,Military Awards,FALSE,,0,,,,TRUE
54072,Awards & Honours,Awards Fundamentals,Academic Awards,FALSE,,0,,,,TRUE
54073,Awards & Honours,Awards Fundamentals,Cultural Awards,FALSE,,0,,,,TRUE
54074,Awards & Honours,Awards Fundamentals,Sports Awards,FALSE,,0,,,,TRUE
54075,Awards & Honours,Nobel Prizes,Nobel Prize History,FALSE,,0,,,,TRUE
54076,Awards & Honours,Nobel Prizes,Physics Prize,FALSE,,0,,,,TRUE
54077,Awards & Honours,Nobel Prizes,Chemistry Prize,FALSE,,0,,,,TRUE
54078,Awards & Honours,Nobel Prizes,Physiology or Medicine Prize,FALSE,,0,,,,TRUE
54079,Awards & Honours,Nobel Prizes,Literature Prize,FALSE,,0,,,,TRUE
54080,Awards & Honours,Nobel Prizes,Peace Prize,FALSE,,0,,,,TRUE
54081,Awards & Honours,Nobel Prizes,Economic Sciences Prize,FALSE,,0,,,,TRUE
54082,Awards & Honours,Nobel Prizes,Nobel Medal,FALSE,,0,,,,TRUE
54083,Awards & Honours,Nobel Prizes,Nobel Ceremony,FALSE,,0,,,,TRUE
54084,Awards & Honours,Literary Awards,Booker Prize,FALSE,,0,,,,TRUE
54085,Awards & Honours,Literary Awards,International Booker Prize,FALSE,,0,,,,TRUE
54086,Awards & Honours,Literary Awards,Pulitzer Prize,FALSE,,0,,,,TRUE
54087,Awards & Honours,Literary Awards,Goncourt Prize,FALSE,,0,,,,TRUE
54088,Awards & Honours,Literary Awards,National Book Award,FALSE,,0,,,,TRUE
54089,Awards & Honours,Literary Awards,Costa Book Awards,FALSE,,0,,,,TRUE
54090,Awards & Honours,Literary Awards,Hugo Award,FALSE,,0,,,,TRUE
54091,Awards & Honours,Literary Awards,Nebula Award,FALSE,,0,,,,TRUE
54092,Awards & Honours,Film Awards,Academy Awards,FALSE,,0,,,,TRUE
54093,Awards & Honours,Film Awards,Golden Globe Awards,FALSE,,0,,,,TRUE
54094,Awards & Honours,Film Awards,BAFTA Awards,FALSE,,0,,,,TRUE
54095,Awards & Honours,Film Awards,Cannes Palme d'Or,FALSE,,0,,,,TRUE
54096,Awards & Honours,Film Awards,Venice Golden Lion,FALSE,,0,,,,TRUE
54097,Awards & Honours,Film Awards,Berlin Golden Bear,FALSE,,0,,,,TRUE
54098,Awards & Honours,Film Awards,Cesar Awards,FALSE,,0,,,,TRUE
54099,Awards & Honours,Music Awards,Grammy Awards,FALSE,,0,,,,TRUE
54100,Awards & Honours,Music Awards,BRIT Awards,FALSE,,0,,,,TRUE
54101,Awards & Honours,Music Awards,MTV Awards,FALSE,,0,,,,TRUE
54102,Awards & Honours,Music Awards,Billboard Music Awards,FALSE,,0,,,,TRUE
54103,Awards & Honours,Music Awards,Classical Music Awards,FALSE,,0,,,,TRUE
54104,Awards & Honours,Science & Technology Awards,Turing Award,FALSE,,0,,,,TRUE
54105,Awards & Honours,Science & Technology Awards,Fields Medal,FALSE,,0,,,,TRUE
54106,Awards & Honours,Science & Technology Awards,Abel Prize,FALSE,,0,,,,TRUE
54107,Awards & Honours,Science & Technology Awards,Breakthrough Prize,FALSE,,0,,,,TRUE
54108,Awards & Honours,Science & Technology Awards,Lasker Awards,FALSE,,0,,,,TRUE
54109,Awards & Honours,Science & Technology Awards,Kyoto Prize,FALSE,,0,,,,TRUE
54110,Awards & Honours,Science & Technology Awards,Wolf Prize,FALSE,,0,,,,TRUE
54111,Awards & Honours,Journalism Awards,Pulitzer Journalism Awards,FALSE,,0,,,,TRUE
54112,Awards & Honours,Journalism Awards,World Press Photo,FALSE,,0,,,,TRUE
54113,Awards & Honours,Journalism Awards,Ramon Magsaysay Awards,FALSE,,0,,,,TRUE
54114,Awards & Honours,Journalism Awards,Press Freedom Awards,FALSE,,0,,,,TRUE
54115,Awards & Honours,Sports Awards,Laureus World Sports Awards,FALSE,,0,,,,TRUE
54116,Awards & Honours,Sports Awards,Ballon d'Or,FALSE,,0,,,,TRUE
54117,Awards & Honours,Sports Awards,FIFA Awards,FALSE,,0,,,,TRUE
54118,Awards & Honours,Sports Awards,ICC Awards,FALSE,,0,,,,TRUE
54119,Awards & Honours,Sports Awards,Olympic Medals,FALSE,,0,,,,TRUE
54120,Awards & Honours,Sports Awards,National Sports Awards,FALSE,,0,,,,TRUE
54121,Awards & Honours,International Honours,Ramon Magsaysay Award,FALSE,,0,,,,TRUE
54122,Awards & Honours,International Honours,Templeton Prize,FALSE,,0,,,,TRUE
54123,Awards & Honours,International Honours,Right Livelihood Award,FALSE,,0,,,,TRUE
54124,Awards & Honours,International Honours,Sakharov Prize,FALSE,,0,,,,TRUE
54125,Awards & Honours,International Honours,Charlemagne Prize,FALSE,,0,,,,TRUE
54126,Awards & Honours,National Honours,Orders of Merit,FALSE,,0,,,,TRUE
54127,Awards & Honours,National Honours,Civilian Decorations,FALSE,,0,,,,TRUE
54128,Awards & Honours,National Honours,State Honours,FALSE,,0,,,,TRUE
54129,Awards & Honours,National Honours,National Medals,FALSE,,0,,,,TRUE
54130,Awards & Honours,National Honours,Gallantry Awards,FALSE,,0,,,,TRUE
54131,Awards & Honours,Pakistan Civil Awards,Nishan-e-Pakistan,FALSE,,0,,,,TRUE
54132,Awards & Honours,Pakistan Civil Awards,Hilal-e-Pakistan,FALSE,,0,,,,TRUE
54133,Awards & Honours,Pakistan Civil Awards,Sitara-e-Pakistan,FALSE,,0,,,,TRUE
54134,Awards & Honours,Pakistan Civil Awards,Tamgha-e-Pakistan,FALSE,,0,,,,TRUE
54135,Awards & Honours,Pakistan Civil Awards,Pride of Performance,FALSE,,0,,,,TRUE
54136,Awards & Honours,Pakistan Civil Awards,Sitara-e-Imtiaz,FALSE,,0,,,,TRUE
54137,Awards & Honours,Pakistan Civil Awards,Hilal-e-Imtiaz,FALSE,,0,,,,TRUE
54138,Awards & Honours,Pakistan Civil Awards,Nishan-e-Imtiaz,FALSE,,0,,,,TRUE
54139,Awards & Honours,Pakistan Military Awards,Nishan-e-Haider,FALSE,,0,,,,TRUE
54140,Awards & Honours,Pakistan Military Awards,Hilal-e-Jurat,FALSE,,0,,,,TRUE
54141,Awards & Honours,Pakistan Military Awards,Sitara-e-Jurat,FALSE,,0,,,,TRUE
54142,Awards & Honours,Pakistan Military Awards,Tamgha-e-Jurat,FALSE,,0,,,,TRUE
54143,Awards & Honours,Pakistan Military Awards,Military Decorations of Pakistan,FALSE,,0,,,,TRUE
54144,Organizations & Institutions,International Organizations Fundamentals,International Organizations,FALSE,,0,,,,TRUE
54145,Organizations & Institutions,International Organizations Fundamentals,Intergovernmental Organizations,FALSE,,0,,,,TRUE
54146,Organizations & Institutions,International Organizations Fundamentals,Nongovernmental Organizations,FALSE,,0,,,,TRUE
54147,Organizations & Institutions,International Organizations Fundamentals,Multilateralism,FALSE,,0,,,,TRUE
54148,Organizations & Institutions,International Organizations Fundamentals,Membership,FALSE,,0,,,,TRUE
54149,Organizations & Institutions,International Organizations Fundamentals,Secretariats,FALSE,,0,,,,TRUE
54150,Organizations & Institutions,International Organizations Fundamentals,Treaties and Charters,FALSE,,0,,,,TRUE
54151,Organizations & Institutions,United Nations System,United Nations,FALSE,,0,,,,TRUE
54152,Organizations & Institutions,United Nations System,General Assembly,FALSE,,0,,,,TRUE
54153,Organizations & Institutions,United Nations System,Security Council,FALSE,,0,,,,TRUE
